PERIOD,cl_id,MCC,channel_type,currency,TRDATETIME,amount,trx_category,target_flag,target_sum,trx_category_mul,is_weekend,mday,wday,year,ymonth,mcc_group,amount_log,channel_type_type0,channel_type_type1,channel_type_type2,channel_type_type3,channel_type_type4,channel_type_type5,trx_category_BACK_TRX,trx_category_C2C_IN,trx_category_C2C_OUT,trx_category_CASH_ADV,trx_category_CAT,trx_category_DEPOSIT,trx_category_POS,trx_category_WD_ATM_OTHER,trx_category_WD_ATM_PARTNER,trx_category_WD_ATM_ROS
01/12/2016,5926,5411,type1,810,2016-12-18 00:00:00,991.67,POS,0,0.0,-1,True,18,6,2016,12,17.0,6.900398282528568,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,5327,5411,type1,810,2017-02-01 00:00:00,164.6,POS,0,0.0,-1,False,1,2,2017,2,17.0,5.109575241951159,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,5719,5411,type1,810,2017-08-19 00:00:00,418.57,POS,0,0.0,-1,True,19,5,2017,8,17.0,6.039230377302645,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2017,5168,5812,type1,810,2017-11-03 00:00:00,20.0,POS,1,250.0,-1,False,3,4,2017,11,15.0,3.044522437723423,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,3686,5814,type1,810,2017-04-05 00:00:00,95.0,POS,1,251846.91,-1,False,5,2,2017,4,15.0,4.564348191467836,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,3291,4814,type2,810,2017-02-18 00:00:00,1000.0,POS,0,0.0,-1,True,18,5,2017,2,5.0,6.90875477931522,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,9855,5411,type1,810,2017-05-07 00:00:00,2340.0,POS,1,60307.32,-1,True,7,6,2017,5,17.0,7.75833346749091,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,9850,5912,type1,810,2017-01-17 00:00:00,330.1,POS,1,1460642.84,-1,False,17,1,2017,1,15.0,5.802420444553201,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,458,5977,type2,810,2017-04-22 00:00:00,1423.0,POS,1,110907.88,-1,True,22,5,2017,4,15.0,7.261225091971921,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,9262,5411,type1,810,2017-01-06 00:00:00,1876.65,POS,0,0.0,-1,False,6,4,2017,1,17.0,7.537776273922343,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,2490,5912,type2,810,2017-03-18 00:00:00,1217.0,POS,1,192392.55,-1,True,18,5,2017,3,15.0,7.1049654482698426,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,2071,5814,type2,810,2017-08-05 00:00:00,90.0,POS,1,245823.19,-1,True,5,5,2017,8,15.0,4.51085950651685,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/10/2017,808,5812,type2,810,2017-10-09 00:00:00,200.0,POS,1,310818.69,-1,False,9,0,2017,10,15.0,5.303304908059076,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,8342,5411,type1,810,2016-12-18 00:00:00,410.4,POS,0,0.0,-1,True,18,6,2016,12,17.0,6.019565977218857,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,3510,5499,type1,810,2017-06-30 00:00:00,33650.0,POS,1,102523.06,-1,False,30,4,2017,6,17.0,10.423798052313334,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,5630,5499,type1,810,2017-05-10 00:00:00,821.2,POS,0,0.0,-1,False,10,2,2017,5,17.0,6.711983674463778,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,4655,6012,type1,810,2017-08-16 09:19:45,7000.0,C2C_IN,1,394470.11,1,False,16,2,2017,8,11.0,8.853808274977197,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/06/2017,3593,5541,type1,348,2017-06-17 00:00:00,1496.0,POS,1,63373.77,-1,True,17,5,2017,6,1.0,7.311218384419629,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,10150,5411,type1,810,2017-01-18 00:00:00,762.0,POS,1,46109.52,-1,False,18,2,2017,1,17.0,6.637258031284457,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,1029,5211,type2,810,2017-09-16 00:00:00,172.5,POS,1,125659.83,-1,True,16,5,2017,9,17.0,5.156177599386914,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,7483,5999,type1,810,2017-05-29 00:00:00,2850.0,POS,0,0.0,-1,False,29,0,2017,5,15.0,7.955425088912672,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,8177,4112,type1,810,2017-01-25 00:00:00,2164.1,POS,0,0.0,-1,False,25,2,2017,1,18.0,7.680221828746337,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2017,5338,5814,type1,810,2017-11-15 00:00:00,245.0,POS,1,133355.38,-1,False,15,2,2017,11,15.0,5.5053315359323625,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,3114,5541,type2,810,2017-03-25 00:00:00,2046.0,POS,1,72806.1,-1,True,25,5,2017,3,1.0,7.624130585661289,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,6204,5499,type1,810,2017-05-06 00:00:00,112.0,POS,0,0.0,-1,True,6,5,2017,5,17.0,4.727387818712341,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,8758,7997,type1,810,2017-09-15 00:00:00,280.0,POS,0,0.0,-1,False,15,4,2017,9,14.0,5.638354669333745,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,6249,6012,type1,810,2017-08-30 08:27:08,1000.0,C2C_OUT,1,26542.44,-1,False,30,2,2017,8,11.0,6.90875477931522,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
01/03/2017,2019,5943,type2,810,2017-03-19 00:00:00,109.25,POS,1,102706.21,-1,True,19,6,2017,3,15.0,4.702750514326955,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,3048,5261,type2,810,2017-08-20 00:00:00,173.0,POS,1,72806.1,-1,True,20,6,2017,8,17.0,5.159055299214529,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,4472,6011,type1,810,2017-06-01 11:35:41,65000.0,DEPOSIT,1,50040.76,1,False,1,3,2017,6,11.0,11.082157933374816,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/09/2017,8215,5541,type1,810,2017-09-15 00:00:00,59.0,POS,1,206134.13,-1,False,15,4,2017,9,1.0,4.0943445622221,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,8492,5211,type1,810,2017-06-02 00:00:00,1700.0,POS,0,0.0,-1,False,2,4,2017,6,17.0,7.438971592395862,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,6187,5541,type1,810,2017-03-06 00:00:00,1000.0,POS,0,0.0,-1,False,6,0,2017,3,1.0,6.90875477931522,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,1396,5411,type2,810,2017-07-07 00:00:00,3860.0,POS,1,334260.88,-1,False,7,4,2017,7,17.0,8.258681496264236,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,3904,5977,type1,810,2017-06-29 00:00:00,6489.0,POS,1,365036.61,-1,False,29,3,2017,6,15.0,8.778017809698136,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,7068,6012,type1,810,2016-12-28 00:00:00,30000.0,C2C_IN,0,0.0,1,False,28,2,2016,12,11.0,10.308985993422082,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/03/2017,81,6011,type5,810,2017-03-28 00:00:00,1000.0,WD_ATM_OTHER,1,225603.28,-1,False,28,1,2017,3,11.0,6.90875477931522,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
01/05/2017,5629,5912,type1,810,2017-05-05 00:00:00,171.73,POS,0,0.0,-1,False,5,4,2017,5,15.0,5.151729681705193,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,2855,5641,type2,810,2017-08-03 00:00:00,915.03,POS,1,41193.85,-1,False,3,3,2017,8,8.0,6.820049115229528,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,9908,5691,type1,810,2017-05-06 00:00:00,698.0,POS,0,0.0,-1,True,6,5,2017,5,8.0,6.54965074223381,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2017,1760,5541,type2,810,2017-11-24 00:00:00,1499.82,POS,1,242426.94,-1,False,24,4,2017,11,1.0,7.31376690438918,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,9830,6011,type1,810,2016-12-27 00:00:00,150000.0,WD_ATM_PARTNER,0,0.0,-1,False,27,1,2016,12,11.0,11.918397239722838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/01/2017,8448,4812,type1,810,2017-01-18 00:00:00,213.0,POS,0,0.0,-1,False,18,2,2017,1,5.0,5.365976015021851,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,3088,6300,type2,810,2017-07-14 00:00:00,2500.18,POS,0,0.0,-1,False,14,4,2017,7,11.0,7.824517899499331,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,8913,5411,type1,810,2017-08-23 00:00:00,19.9,POS,1,45036.03,-1,False,23,2,2017,8,17.0,3.039749158970765,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,4565,5411,type1,810,2017-03-11 00:00:00,2500.03,POS,1,207585.37,-1,True,11,5,2017,3,17.0,7.824457926007597,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,4171,5814,type1,810,2017-02-17 00:00:00,584.0,POS,0,0.0,-1,False,17,4,2017,2,15.0,6.371611847231857,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,5897,5411,type1,810,2017-03-30 00:00:00,1852.91,POS,0,0.0,-1,False,30,3,2017,3,17.0,7.525052201258197,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,663,4111,type2,810,2017-07-03 00:00:00,680.0,POS,1,61967.62,-1,False,3,0,2017,7,18.0,6.523562306149512,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,2600,4814,type2,810,2017-07-06 00:00:00,102.99,POS,1,143687.59,-1,False,6,3,2017,7,5.0,4.644294740672142,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,9134,6011,type1,810,2017-07-28 11:01:53,20000.0,DEPOSIT,0,0.0,1,False,28,4,2017,7,11.0,9.90353755128617,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/08/2017,4113,5411,type1,810,2017-08-21 00:00:00,160.6,POS,1,18831.64,-1,False,21,0,2017,8,17.0,5.085124146086995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,2071,5814,type2,810,2017-08-28 00:00:00,149.0,POS,1,245823.19,-1,False,28,0,2017,8,15.0,5.0106352940962555,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,707,6011,type2,810,2017-07-06 00:00:00,5000.0,WD_ATM_OTHER,1,30147.89,-1,False,6,3,2017,7,11.0,8.517393171418904,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
01/03/2017,1529,5441,type2,214,2017-03-18 00:00:00,540.0,POS,0,0.0,-1,True,18,5,2017,3,17.0,6.293419278846481,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,9674,6011,type1,810,2016-11-07 11:08:31,15000.0,DEPOSIT,0,0.0,1,False,7,0,2016,11,11.0,9.61587214452889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/08/2017,3956,5691,type1,810,2017-08-17 00:00:00,10450.0,POS,1,89556.01,-1,False,17,3,2017,8,8.0,9.254452946594503,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,1328,5499,type2,810,2017-01-24 00:00:00,169.0,POS,1,16748.43,-1,False,24,1,2017,1,17.0,5.135798437050262,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,5090,7230,type1,810,2017-04-01 00:00:00,2910.0,POS,0,0.0,-1,True,1,5,2017,4,7.0,7.976251943745623,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2017,1077,5499,type2,810,2017-11-10 00:00:00,636.0,POS,1,26110.86,-1,False,10,4,2017,11,17.0,6.456769655572163,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,3565,5411,type1,810,2017-05-03 00:00:00,280.0,POS,0,0.0,-1,False,3,2,2017,5,17.0,5.638354669333745,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,1753,4121,type2,810,2017-05-24 00:00:00,389.0,POS,1,199505.29,-1,False,24,2,2017,5,18.0,5.966146739123692,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,7339,5411,type1,810,2017-02-05 00:00:00,254.2,POS,1,3083.0,-1,True,5,6,2017,2,17.0,5.542047551470635,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,5504,6011,type1,810,2017-08-31 14:45:26,40000.0,WD_ATM_ROS,1,143103.02,-1,False,31,3,2017,8,11.0,10.596659732783579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/11/2016,7949,5992,type1,810,2016-11-19 00:00:00,565.2,POS,1,195188.48,-1,True,19,5,2016,11,15.0,6.338947372677799,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,4790,5814,type1,810,2017-08-18 00:00:00,1215.0,POS,1,232479.33,-1,False,18,4,2017,8,15.0,7.103322062526113,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,1501,5411,type2,810,2017-05-18 00:00:00,54.5,POS,1,153724.67,-1,False,18,3,2017,5,17.0,4.0163830207523885,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,8434,6011,type1,810,2017-06-27 08:44:54,25000.0,DEPOSIT,0,0.0,1,False,27,1,2017,6,11.0,10.12667110305036,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/06/2017,1626,4111,type2,810,2017-06-28 00:00:00,123.0,POS,1,183922.99,-1,False,28,2,2017,6,18.0,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,9673,5411,type1,810,2017-04-21 00:00:00,148.41,POS,0,0.0,-1,False,21,4,2017,4,17.0,5.006694204862994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,8091,4789,type1,810,2016-12-28 00:00:00,130.0,POS,0,0.0,-1,False,28,2,2016,12,18.0,4.875197323201151,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,4469,5999,type1,810,2017-01-02 09:49:34,1000.0,POS,1,196597.55,-1,False,2,0,2017,1,15.0,6.90875477931522,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,416,5912,type2,810,2017-07-29 00:00:00,198.0,POS,1,83855.74,-1,True,29,5,2017,7,15.0,5.293304824724492,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,5060,5411,type1,810,2017-03-30 00:00:00,1081.94,POS,0,0.0,-1,False,30,3,2017,3,17.0,6.987434843804212,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,4474,5399,type1,203,2017-06-12 00:00:00,1160.0,POS,1,259079.78,-1,False,12,0,2017,6,17.0,7.057036981697891,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,1501,5411,type2,810,2017-05-19 00:00:00,104.0,POS,1,153724.67,-1,False,19,4,2017,5,17.0,4.653960350157523,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,331,5812,type2,810,2017-04-01 00:00:00,350.0,POS,1,56350.78,-1,True,1,5,2017,4,15.0,5.860786223465865,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,1103,8099,type2,810,2017-06-07 00:00:00,5620.0,POS,1,150032.98,-1,False,7,2,2017,6,13.0,8.634264863002075,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,3906,8099,type1,810,2017-05-28 00:00:00,480.0,POS,1,123408.94,-1,True,28,6,2017,5,13.0,6.175867270105761,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,1261,5812,type2,810,2017-04-03 00:00:00,673.2,POS,1,384351.32,-1,False,3,0,2017,4,15.0,6.51352680279996,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,1052,5411,type2,810,2017-06-17 00:00:00,139.6,POS,1,188760.68,-1,True,17,5,2017,6,17.0,4.9459189793765646,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,6268,6011,type1,810,2017-07-24 14:55:04,37000.0,DEPOSIT,0,0.0,1,False,24,0,2017,7,11.0,10.518700218288165,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/06/2017,1234,5399,type2,810,2017-06-28 00:00:00,565.27,POS,1,141088.89,-1,False,28,2,2017,6,17.0,6.339070996261804,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,7706,5542,type1,810,2017-09-05 00:00:00,1599.77,POS,1,19945.86,-1,False,5,1,2017,9,1.0,7.37824004246423,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,9207,5999,type1,810,2017-08-11 00:00:00,338.2,POS,0,0.0,-1,False,11,4,2017,8,15.0,5.826589903917748,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2017,643,5411,type2,810,2017-12-11 00:00:00,822.0,POS,1,120379.2,-1,False,11,0,2017,12,17.0,6.71295620067707,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,10177,5541,type1,810,2017-04-23 00:00:00,1080.0,POS,0,0.0,-1,True,23,6,2017,4,1.0,6.985641817639208,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,1413,5722,type2,810,2017-03-11 00:00:00,496.0,POS,1,153609.61,-1,True,11,5,2017,3,15.0,6.208590026096629,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,4105,6011,type1,810,2017-05-16 00:00:00,150000.0,WD_ATM_PARTNER,1,238080.42,-1,False,16,1,2017,5,11.0,11.918397239722838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/04/2017,2900,4829,type2,810,2017-04-26 11:37:52,68100.0,C2C_OUT,0,0.0,-1,False,26,2,2017,4,11.0,11.128747176317603,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
01/05/2017,3653,5499,type1,810,2017-05-26 00:00:00,1427.0,POS,1,64023.15,-1,False,26,4,2017,5,17.0,7.2640301428995295,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,8642,5411,type1,810,2017-03-21 00:00:00,44.0,POS,0,0.0,-1,False,21,1,2017,3,17.0,3.8066624897703196,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,3769,6011,type1,810,2017-06-08 13:27:22,4000.0,DEPOSIT,0,0.0,1,False,8,3,2017,6,11.0,8.294299608857235,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/08/2017,390,5541,type2,810,2017-08-14 00:00:00,1281.0,POS,1,15416.89,-1,False,14,0,2017,8,1.0,7.156176637480615,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,777,4121,type2,978,2017-02-05 00:00:00,10.92,POS,1,177871.52,-1,True,5,6,2017,2,18.0,2.4782176616372036,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2018,2353,5411,type2,810,2018-01-23 00:00:00,539.0,POS,1,153609.61,-1,False,23,1,2018,1,17.0,6.29156913955832,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,2934,5921,type2,810,2016-12-31 00:00:00,1046.0,POS,0,0.0,-1,True,31,5,2016,12,15.0,6.953684210870537,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,2166,5311,type2,810,2017-04-23 00:00:00,370.0,POS,1,178707.02,-1,True,23,6,2017,4,17.0,5.916202062607435,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,9269,5912,type1,810,2017-05-27 00:00:00,321.0,POS,0,0.0,-1,True,27,5,2017,5,15.0,5.7745515455444085,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,1529,5814,type2,810,2016-12-27 00:00:00,275.0,POS,0,0.0,-1,False,27,1,2016,12,15.0,5.62040086571715,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,8274,5411,type1,810,2017-05-29 00:00:00,147.5,POS,1,449.26,-1,False,29,0,2017,5,17.0,5.000584958242754,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,3593,7395,type1,810,2017-07-10 00:00:00,341.3,POS,1,63373.77,-1,False,10,0,2017,7,3.0,5.83568754553614,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,8147,5541,type1,810,2017-01-08 00:00:00,500.0,POS,0,0.0,-1,True,8,6,2017,1,1.0,6.2166061010848646,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,6576,5411,type1,810,2017-07-01 00:00:00,2477.0,POS,0,0.0,-1,True,1,5,2017,7,17.0,7.815207062189088,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2018,5057,5921,type1,810,2018-02-01 00:00:00,270.0,POS,1,70111.98,-1,False,1,3,2018,2,15.0,5.602118820879701,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,4602,5995,type1,810,2017-06-30 00:00:00,3585.0,POS,1,910595.75,-1,False,30,4,2017,6,15.0,8.184792654165078,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,6222,5411,type1,810,2016-12-28 00:00:00,413.0,POS,1,129.9,-1,False,28,2,2016,12,17.0,6.025865973825314,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,6159,5912,type1,810,2017-05-06 00:00:00,314.0,POS,0,0.0,-1,True,6,5,2017,5,15.0,5.752572638825633,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,5308,5331,type1,810,2017-06-14 00:00:00,250.0,POS,1,320486.16,-1,False,14,2,2017,6,17.0,5.5254529391317835,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,1253,5411,type2,810,2017-05-20 00:00:00,3674.5,POS,1,300324.5,-1,True,20,5,2017,5,17.0,8.209444456814142,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,8555,5712,type1,810,2017-01-21 00:00:00,1381.0,POS,0,0.0,-1,True,21,5,2017,1,15.0,7.231287004327616,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,7900,5921,type1,810,2017-04-14 00:00:00,155.0,POS,0,0.0,-1,False,14,4,2017,4,15.0,5.049856007249537,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,9609,5964,type1,810,2017-01-16 00:00:00,114.04,POS,0,0.0,-1,False,16,0,2017,1,12.0,4.745279893972737,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,3843,5814,type1,810,2017-09-03 00:00:00,462.0,POS,1,239751.75,-1,True,3,6,2017,9,15.0,6.137727054086234,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,7286,5411,type1,810,2016-12-17 00:00:00,2257.0,POS,1,21500.0,-1,True,17,5,2016,12,17.0,7.722234744709607,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,3894,5541,type1,810,2017-03-10 00:00:00,1083.0,POS,1,191634.75,-1,False,10,4,2017,3,1.0,6.988413181999592,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,10,5411,type0,810,2017-08-10 00:00:00,951.68,POS,0,0.0,-1,False,10,3,2017,8,17.0,6.859279065525023,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,278,5411,type2,810,2017-06-15 00:00:00,684.0,POS,1,16082.4,-1,False,15,3,2017,6,17.0,6.529418838262226,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,315,5814,type2,810,2017-07-28 00:00:00,501.0,POS,1,75178.04,-1,False,28,4,2017,7,15.0,6.218600119691729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,4075,5411,type1,810,2017-07-03 00:00:00,1912.17,POS,1,414509.09,-1,False,3,0,2017,7,17.0,7.556516831147972,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,7683,6011,type1,810,2016-12-25 19:10:12,25000.0,DEPOSIT,0,0.0,1,True,25,6,2016,12,11.0,10.12667110305036,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/02/2017,5764,5411,type1,810,2017-02-15 00:00:00,243.19,POS,0,0.0,-1,False,15,2,2017,2,17.0,5.497946610797179,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,7787,5691,type1,810,2017-06-29 00:00:00,1273.0,POS,0,0.0,-1,False,29,3,2017,6,8.0,7.149916836132109,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,7251,6011,type1,810,2017-01-14 14:38:14,15000.0,DEPOSIT,0,0.0,1,True,14,5,2017,1,11.0,9.61587214452889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/05/2017,5299,5999,type1,810,2017-05-19 12:57:50,150.0,POS,1,733241.17,-1,False,19,4,2017,5,15.0,5.017279836814924,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,7652,5812,type1,810,2017-02-28 00:00:00,48.0,POS,1,273.0,-1,False,28,1,2017,2,15.0,3.8918202981106265,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,3231,5814,type2,810,2017-03-09 00:00:00,99.0,POS,1,130673.84,-1,False,9,3,2017,3,15.0,4.605170185988092,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,3726,5814,type1,810,2017-07-10 00:00:00,145.0,POS,0,0.0,-1,False,10,0,2017,7,15.0,4.983606621708336,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,8306,4829,type1,810,2017-06-10 11:22:39,1598.0,C2C_IN,0,0.0,1,True,10,5,2017,6,11.0,7.377133712833954,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/06/2017,7903,4812,type1,810,2017-06-27 00:00:00,12700.0,POS,0,0.0,-1,False,27,1,2017,6,5.0,9.44943600950432,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,3157,6011,type2,810,2017-04-17 09:04:04,2000.0,WD_ATM_ROS,1,102638.99,-1,False,17,0,2017,4,11.0,7.601402334583733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/07/2017,4731,5813,type1,810,2017-07-19 00:00:00,4850.0,POS,1,1114375.75,-1,False,19,2,2017,7,15.0,8.486940148245216,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
